cluster id	num of members	protein name	role_ids	attributes	locus	db
4486	1	IS5-like element ISAba13 family transposase	0		AB987_RS00575	B8300
4490	1	radical SAM/SPASM domain-containing protein	0		AB987_RS00720	B8300
4510	1	hypothetical protein	0		AB987_RS00825	B8300
4511	1	HNH endonuclease	0		AB987_RS00830	B8300
4512	1	hypothetical protein	0		AB987_RS00835	B8300
4513	1	hypothetical protein	0		AB987_RS00840	B8300
4516	1	hypothetical protein	0		AB987_RS00855	B8300
4518	1	hypothetical protein	0		AB987_RS00865	B8300
4519	1	peptidase	0		AB987_RS00870	B8300
4520	1	hypothetical protein	0		AB987_RS00875	B8300
4521	1	hypothetical protein	0		AB987_RS00880	B8300
4522	1	hypothetical protein	0		AB987_RS00885	B8300
4523	1	hypothetical protein	0		AB987_RS00890	B8300
4524	1	hypothetical protein	0		AB987_RS00895	B8300
4525	1	hypothetical protein	0		AB987_RS00900	B8300
4526	1	hypothetical protein	0		AB987_RS00905	B8300
4527	1	hypothetical protein	0		AB987_RS00910	B8300
4528	1	hypothetical protein	0		AB987_RS00915	B8300
4532	1	hypothetical protein	0		AB987_RS00940	B8300
4534	1	hypothetical protein	0		AB987_RS00955	B8300
4535	1	IS5 family transposase	0		AB987_RS00960	B8300
4537	1	IS5 family transposase	0		AB987_RS00990	B8300
4538	1	IS30 family transposase	0		AB987_RS01000	B8300
4540	1	hypothetical protein	0		AB987_RS01115	B8300
4548	1	IS256 family transposase	0		AB987_RS01190	B8300
4549	1	hypothetical protein	0		AB987_RS01390	B8300
4554	1	DNA replication protein	0		AB987_RS01580	B8300
4555	1	hypothetical protein	0		AB987_RS01585	B8300
4557	1	hypothetical protein	0		AB987_RS01620	B8300
4558	1	hypothetical protein	0		AB987_RS01625	B8300
4564	1	IS5-like element ISAba13 family transposase	0		AB987_RS02005	B8300
4571	1	transposase	0		AB987_RS02540	B8300
4572	1	transposase	0		AB987_RS02545	B8300
4573	1	hypothetical protein	0		AB987_RS02565	B8300
4574	1	IS5 family transposase	0		AB987_RS02570	B8300
4575	1	hypothetical protein	0		AB987_RS02575	B8300
4576	1	IS5-like element ISAba13 family transposase	0		AB987_RS02580	B8300
4577	1	IS256 family transposase	0		AB987_RS02715	B8300
4578	1	IS5-like element ISAba13 family transposase	0		AB987_RS02795	B8300
4588	1	IS5-like element ISAha2 family transposase	0		AB987_RS02845	B8300
4590	1	IS30 family transposase	0		AB987_RS02855	B8300
4599	1	hypothetical protein	0		AB987_RS02905	B8300
4600	1	IS5-like element ISAba13 family transposase	0		AB987_RS03125	B8300
4602	1	IS5 family transposase	0		AB987_RS03770	B8300
4603	1	hypothetical protein	0		AB987_RS03775	B8300
4604	1	IS5 family transposase	0		AB987_RS03965	B8300
4605	1	IS5 family transposase	0		AB987_RS03970	B8300
4618	1	helix-turn-helix domain-containing protein	0		AB987_RS04520	B8300
4619	1	IS3 family transposase	0		AB987_RS04525	B8300
4628	1	hypothetical protein	0		AB987_RS04635	B8300
4629	1	type III restriction enzyme, res subunit	0		AB987_RS04640	B8300
4630	1	inovirus Gp2 family protein	0		AB987_RS04650	B8300
4631	1	hypothetical protein	0		AB987_RS04655	B8300
4640	1	hypothetical protein	0		AB987_RS05310	B8300
4641	1	IS5 family transposase	0		AB987_RS05315	B8300
4652	1	IS5 family transposase	0		AB987_RS05875	B8300
4653	1	IS5/IS1182 family transposase	0		AB987_RS05945	B8300
4658	1	transposase	0		AB987_RS06740	B8300
4659	1	transposase	0		AB987_RS06745	B8300
4666	1	hypothetical protein	0		AB987_RS07010	B8300
4667	1	hypothetical protein	0		AB987_RS07015	B8300
4678	1	IS5 family transposase	0		AB987_RS07815	B8300
4679	1	hypothetical protein	0		AB987_RS07860	B8300
4683	1	IS30 family transposase	0		AB987_RS07885	B8300
4684	1	hypothetical protein	0	FG-Out	AB987_RS07890	B8300
4686	1	ATPase AAA	0		AB987_RS08500	B8300
4691	1	IS5 family transposase	0		AB987_RS08525	B8300
4701	1	IS5 family transposase	0		AB987_RS08580	B8300
4702	1	hypothetical protein	0		AB987_RS08595	B8300
4710	1	AlpA family phage regulatory protein	0		AB987_RS08650	B8300
4711	1	class I SAM-dependent methyltransferase	0		AB987_RS08655	B8300
4712	1	HNH endonuclease	0		AB987_RS08660	B8300
4713	1	ATP-dependent helicase	0		AB987_RS08665	B8300
4714	1	hypothetical protein	0		AB987_RS08670	B8300
4715	1	hypothetical protein	0		AB987_RS08675	B8300
4716	1	site-specific DNA-methyltransferase	0		AB987_RS08680	B8300
4717	1	type III restriction enzyme, res subunit	0		AB987_RS08685	B8300
4718	1	DUF262 domain-containing protein	0		AB987_RS08690	B8300
4719	1	hypothetical protein	0		AB987_RS08695	B8300
4720	1	DUF4102 domain-containing protein	0		AB987_RS08700	B8300
4722	1	IS5-like element ISAba13 family transposase	0		AB987_RS08745	B8300
4723	1	IS5 family transposase	0		AB987_RS08795	B8300
4741	1	IS5 family transposase	0		AB987_RS10995	B8300
4742	1	Fic family protein	0		AB987_RS11000	B8300
4743	1	IS5-like element ISAba13 family transposase	0		AB987_RS11005	B8300
4749	1	5'-nucleotidase	0		AB987_RS11135	B8300
4750	1	hypothetical protein	0		AB987_RS11140	B8300
4753	1	IS256 family transposase	0		AB987_RS11405	B8300
4755	1	IS3 family transposase	0		AB987_RS11660	B8300
4756	1	helix-turn-helix domain-containing protein	0		AB987_RS11665	B8300
4757	1	hypothetical protein	0		AB987_RS11670	B8300
4758	1	hypothetical protein	0		AB987_RS11675	B8300
4759	1	hypothetical protein	0		AB987_RS11680	B8300
4760	1	hypothetical protein	0		AB987_RS11685	B8300
4761	1	DUF932 domain-containing protein	0		AB987_RS11690	B8300
4762	1	YqaJ-like viral recombinase domain protein	0	FG-Out	AB987_RS11695	B8300
4763	1	hypothetical protein	0		AB987_RS11700	B8300
4769	1	hypothetical protein	0		AB987_RS11745	B8300
4770	1	DUF4297 domain-containing protein	0		AB987_RS11750	B8300
4771	1	DUF262 domain-containing protein	0		AB987_RS11755	B8300
4772	1	DUF3696 domain-containing protein	0		AB987_RS11760	B8300
4773	1	hypothetical protein	0		AB987_RS11765	B8300
4774	1	hypothetical protein	0		AB987_RS11770	B8300
4775	1	inovirus Gp2 family protein	0		AB987_RS11775	B8300
4776	1	AlpA family phage regulatory protein	0		AB987_RS11780	B8300
4777	1	hypothetical protein	0		AB987_RS11785	B8300
4778	1	alkaline phosphatase	0		AB987_RS11795	B8300
4779	1	alkaline phosphatase	0		AB987_RS11800	B8300
4780	1	hypothetical protein	0		AB987_RS11805	B8300
4781	1	AraC family transcriptional regulator	0		AB987_RS11810	B8300
4782	1	GGDEF domain-containing protein	0		AB987_RS11815	B8300
4783	1	TonB-dependent receptor	0		AB987_RS11820	B8300
4784	1	3-phytase	0		AB987_RS11825	B8300
4785	1	protein tolQ	0		AB987_RS11830	B8300
4786	1	biopolymer transporter TolR	0		AB987_RS11835	B8300
4787	1	energy transducer TonB	0		AB987_RS11840	B8300
4788	1	DUF4102 domain-containing protein	0		AB987_RS11845	B8300
4791	1	IS5-like element ISAba27 family transposase	0		AB987_RS11875	B8300
4792	1	hypothetical protein	0		AB987_RS11880	B8300
4793	1	IS5 family transposase ISAba27	0		AB987_RS12390	B8300
4795	1	IS5 family transposase	0		AB987_RS12540	B8300
4796	1	IS5/IS1182 family transposase	0		AB987_RS12585	B8300
4798	1	zinc ribbon domain-containing protein	0		AB987_RS12895	B8300
4801	1	IS5-like element ISAba13 family transposase	0		AB987_RS13265	B8300
4803	1	IS5 family transposase	0		AB987_RS13715	B8300
4804	1	hypothetical protein	0		AB987_RS13760	B8300
4805	1	IS5 family transposase	0		AB987_RS13805	B8300
4806	1	IS5-like element ISAba13 family transposase	0		AB987_RS13855	B8300
4808	1	IS3 family transposase	0		AB987_RS13875	B8300
4809	1	helix-turn-helix domain-containing protein	0		AB987_RS13880	B8300
4810	1	IS5-like element ISAba13 family transposase	0		AB987_RS14115	B8300
4817	1	hypothetical protein	0		AB987_RS14350	B8300
4820	1	hypothetical protein	0		AB987_RS14365	B8300
4823	1	hypothetical protein	0		AB987_RS14380	B8300
4837	1	hypothetical protein	0		AB987_RS14455	B8300
4854	1	IS5-like element ISAba13 family transposase	0		AB987_RS14730	B8300
4855	1	IS5-like element ISAba13 family transposase	0		AB987_RS14740	B8300
4860	1	IS5-like element ISAba13 family transposase	0		AB987_RS15135	B8300
4861	1	hypothetical protein	0		AB987_RS15260	B8300
4862	1	IS5-like element ISAba13 family transposase	0		AB987_RS15285	B8300
4863	1	IS5-like element ISAba13 family transposase	0		AB987_RS15900	B8300
4871	1	IS5-like element ISAba13 family transposase	0		AB987_RS16000	B8300
4875	1	IS3-like element ISAba22 family transposase	0		AB987_RS16025	B8300
4883	1	hypothetical protein	0		AB987_RS16255	B8300
4884	1	IS5-like element ISAba13 family transposase	0		AB987_RS16265	B8300
4889	1	XRE family transcriptional regulator	0		AB987_RS16325	B8300
4890	1	sodium:proton exchanger	0		AB987_RS16335	B8300
4891	1	thioredoxin TrxC	0		AB987_RS16340	B8300
4892	1	hypothetical protein	0		AB987_RS16345	B8300
4893	1	HdeD family acid-resistance protein	0		AB987_RS16350	B8300
4894	1	hypothetical protein	0		AB987_RS16355	B8300
4899	1	addiction module killer protein	0		AB987_RS16450	B8300
4900	1	putative addiction module antidote protein	0		AB987_RS16455	B8300
4901	1	IS5-like element ISAba13 family transposase	0		AB987_RS16460	B8300
4904	1	hypothetical protein	0		AB987_RS16480	B8300
4915	1	IS5-like element ISAba13 family transposase	0		AB987_RS16540	B8300
4916	1	IS3-like element ISAba22 family transposase	0		AB987_RS16550	B8300
4917	1	IS5 family transposase	0		AB987_RS16555	B8300
4919	1	IS5/IS1182 family transposase	0		AB987_RS16625	B8300
4920	1	IS5 family transposase	0		AB987_RS16675	B8300
4924	1	IS30 family transposase	0		AB987_RS17035	B8300
4926	1	hypothetical protein	0		AB987_RS17095	B8300
4928	1	IS3-like element ISAba22 family transposase	0		AB987_RS17445	B8300
4929	1	IS5/IS1182 family transposase	0		AB987_RS17535	B8300
4930	1	IS256 family transposase	0		AB987_RS17550	B8300
4931	1	IS5 family transposase	0		AB987_RS17910	B8300
4933	1	IS5-like element IS17 family transposase	0		AB987_RS17940	B8300
4934	1	transposase	0		AB987_RS17995	B8300
4935	1	IS30 family transposase	0		AB987_RS18210	B8300
4936	1	IS5 family transposase	0		AB987_RS18215	B8300
4938	1	IS5 family transposase	0		AB987_RS18455	B8300
4944	1	IS5 family transposase	0		AB987_RS18550	B8300
4947	1	plasmid pRiA4b ORF-3 family protein	0		AB987_RS18650	B8300
4948	1	hypothetical protein	0		AB987_RS18655	B8300
4949	1	hypothetical protein	0		AB987_RS18660	B8300
4950	1	plasmid pRiA4b ORF-3 family protein	0		AB987_RS18665	B8300
4951	1	hypothetical protein	0		AB987_RS18670	B8300
4952	1	hypothetical protein	0		AB987_RS18675	B8300
4953	1	hypothetical protein	0		AB987_RS18680	B8300
4955	1	DUF4326 domain-containing protein	0		AB987_RS18690	B8300
4956	1	DUF488 domain-containing protein	0		AB987_RS18695	B8300
4957	1	hypothetical protein	0		AB987_RS18700	B8300
4958	1	hypothetical protein	0		AB987_RS18705	B8300
4959	1	hypothetical protein	0		AB987_RS18710	B8300
4960	1	hypothetical protein	0		AB987_RS18715	B8300
4961	1	hypothetical protein	0		AB987_RS18720	B8300
4963	1	RepB family plasmid replication initiator protein	0		AB987_RS18730	B8300
4964	1	hypothetical protein	0		AB987_RS18735	B8300
4966	1	TerC family protein	0		AB987_RS18745	B8300
4967	1	toxin RelE	0		AB987_RS18750	B8300
4968	1	transcriptional regulator	0		AB987_RS18755	B8300
4969	1	IS3-like element ISAba22 family transposase	0		AB987_RS18760	B8300
4970	1	hypothetical protein	0		AB987_RS18765	B8300
4971	1	DUF262 domain-containing protein	0		AB987_RS18770	B8300
4989	1	hypothetical protein	0		BS103_RS02610	A1296
4990	1	hypothetical protein	0		BS103_RS02615	A1296
4992	1	hypothetical protein	0		BS103_RS02625	A1296
4993	1	hypothetical protein	0		BS103_RS02630	A1296
4994	1	hypothetical protein	0		BS103_RS02635	A1296
4995	1	hypothetical protein	0		BS103_RS02640	A1296
4996	1	hypothetical protein	0		BS103_RS02645	A1296
4998	1	DUF262 domain-containing protein	0		BS103_RS02670	A1296
4999	1	restriction endonuclease subunit S	0		BS103_RS02675	A1296
5000	1	SAM-dependent DNA methyltransferase	0		BS103_RS02680	A1296
5001	1	restriction endonuclease subunit S	0		BS103_RS02685	A1296
5002	1	type I restriction endonuclease subunit R	0		BS103_RS02690	A1296
5003	1	ImmA/IrrE family metallo-endopeptidase	0		BS103_RS02695	A1296
5004	1	DUF4411 domain-containing protein	0		BS103_RS02700	A1296
5005	1	IS256-like element ISAba26 family transposase	0		BS103_RS02800	A1296
5009	1	DDE domain-containing protein	0		BS103_RS03425	A1296
5012	1	IS5-like element ISAba27 family transposase	0		BS103_RS04055	A1296
5014	1	hypothetical protein	0		BS103_RS04415	A1296
5015	1	inovirus Gp2 family protein	0		BS103_RS04420	A1296
5016	1	hypothetical protein	0		BS103_RS04450	A1296
5017	1	helicase	0		BS103_RS04455	A1296
5018	1	WYL domain-containing protein	0		BS103_RS04460	A1296
5019	1	hypothetical protein	0		BS103_RS04465	A1296
5020	1	hypothetical protein	0		BS103_RS04470	A1296
5021	1	hypothetical protein	0		BS103_RS04475	A1296
5022	1	hypothetical protein	0		BS103_RS04480	A1296
5023	1	hypothetical protein	0		BS103_RS04490	A1296
5024	1	Fic family protein	0		BS103_RS04495	A1296
5030	1	hypothetical protein	0		BS103_RS04555	A1296
5031	1	hypothetical protein	0		BS103_RS04560	A1296
5032	1	hypothetical protein	0		BS103_RS04565	A1296
5033	1	hypothetical protein	0		BS103_RS04570	A1296
5036	1	hypothetical protein	0		BS103_RS04585	A1296
5038	1	hypothetical protein	0		BS103_RS04595	A1296
5039	1	hypothetical protein	0		BS103_RS04600	A1296
5057	1	IS5-like element ISAba27 family transposase	0		BS103_RS05530	A1296
5060	1	hypothetical protein	0		BS103_RS05985	A1296
5062	1	hypothetical protein	0		BS103_RS06380	A1296
5063	1	hypothetical protein	0		BS103_RS06595	A1296
5064	1	ATP-dependent helicase	0		BS103_RS06605	A1296
5065	1	class I SAM-dependent methyltransferase	0		BS103_RS06610	A1296
5066	1	hypothetical protein	0		BS103_RS06615	A1296
5067	1	VRR-NUC domain-containing protein	0		BS103_RS06620	A1296
5068	1	hypothetical protein	0		BS103_RS06625	A1296
5069	1	DNA polymerase III subunit beta	0		BS103_RS06630	A1296
5070	1	DNA polymerase I	0		BS103_RS06635	A1296
5071	1	DUF2303 domain-containing protein	0		BS103_RS06640	A1296
5072	1	hypothetical protein	0		BS103_RS06645	A1296
5073	1	DUF2815 domain-containing protein	0		BS103_RS06650	A1296
5074	1	DUF2800 domain-containing protein	0		BS103_RS06655	A1296
5075	1	hypothetical protein	0		BS103_RS06660	A1296
5076	1	XRE family transcriptional regulator	0		BS103_RS06665	A1296
5077	1	XRE family transcriptional regulator	0		BS103_RS06670	A1296
5078	1	hypothetical protein	0		BS103_RS06675	A1296
5079	1	hypothetical protein	0		BS103_RS06680	A1296
5080	1	DNA primase	0		BS103_RS06685	A1296
5081	1	hypothetical protein	0		BS103_RS06700	A1296
5083	1	IS256-like element ISAba26 family transposase	0		BS103_RS06950	A1296
5084	1	IS5-like element ISAba27 family transposase	0		BS103_RS07005	A1296
5087	1	damage-inducible protein	0		BS103_RS07550	A1296
5088	1	hypothetical protein	0		BS103_RS07555	A1296
5089	1	site-specific integrase	0		BS103_RS07560	A1296
5090	1	hypothetical protein	0		BS103_RS07565	A1296
5091	1	hypothetical protein	0		BS103_RS07570	A1296
5092	1	hypothetical protein	0		BS103_RS07615	A1296
5093	1	IS5/IS1182 family transposase	0		BS103_RS07630	A1296
5095	1	IS5-like element ISAba27 family transposase	0		BS103_RS08950	A1296
5096	1	hypothetical protein	0		BS103_RS08995	A1296
5097	1	hypothetical protein	0		BS103_RS09000	A1296
5098	1	XRE family transcriptional regulator	0		BS103_RS09005	A1296
5099	1	hypothetical protein	0		BS103_RS09010	A1296
5100	1	hypothetical protein	0		BS103_RS09015	A1296
5101	1	hypothetical protein	0		BS103_RS09020	A1296
5102	1	XRE family transcriptional regulator	0		BS103_RS09025	A1296
5103	1	hypothetical protein	0		BS103_RS09030	A1296
5104	1	hypothetical protein	0		BS103_RS09105	A1296
5105	1	hypothetical protein	0		BS103_RS09165	A1296
5108	1	hypothetical protein	0		BS103_RS09360	A1296
5111	1	IS5-like element ISAba27 family transposase	0		BS103_RS10060	A1296
5115	1	IS256 family transposase ISAba26	0		BS103_RS10350	A1296
5118	1	site-specific integrase	0		BS103_RS10365	A1296
5119	1	IS256 family transposase ISAba26	0		BS103_RS10370	A1296
5125	1	hypothetical protein	0		BS103_RS11515	A1296
5126	1	HNH endonuclease	0		BS103_RS11520	A1296
5127	1	IS256 family transposase	0	FG-Out	BS103_RS11525	A1296
5130	1	IS5-like element ISAba27 family transposase	0		BS103_RS12225	A1296
5131	1	IS5-like element ISAba27 family transposase	0		BS103_RS12365	A1296
5132	1	hypothetical protein	0		BS103_RS12370	A1296
5133	1	hypothetical protein	0		BS103_RS12375	A1296
5134	1	DDE domain-containing protein	0		BS103_RS12565	A1296
5135	1	hypothetical protein	0		BS103_RS13370	A1296
5136	1	site-specific integrase	0		BS103_RS13400	A1296
5137	1	integrase	0		BS103_RS13405	A1296
5138	1	hypothetical protein	0		BS103_RS13410	A1296
5139	1	transcription elongation factor GreB	0		BS103_RS13415	A1296
5140	1	hypothetical protein	0		BS103_RS13425	A1296
5141	1	IS256-like element ISAba26 family transposase	0		BS103_RS13435	A1296
5142	1	hypothetical protein	0		BS103_RS13440	A1296
5143	1	IS5-like element ISAba27 family transposase	0		BS103_RS13455	A1296
5144	1	hypothetical protein	0		BS103_RS13460	A1296
5145	1	hypothetical protein	0		BS103_RS13465	A1296
5147	1	transposase	0		BS103_RS13495	A1296
5148	1	transposase	0		BS103_RS13505	A1296
5149	1	DNA-binding protein	0		BS103_RS13525	A1296
5150	1	hypothetical protein	0		BS103_RS13540	A1296
5155	1	hypothetical protein	0		BS103_RS14170	A1296
5156	1	IS256 family transposase ISAba26	0		BS103_RS14175	A1296
5161	1	hypothetical protein	0		BS103_RS14210	A1296
5162	1	IS5/IS1182 family transposase	0		BS103_RS14940	A1296
5164	1	IS256 family transposase ISAba26	0		BS103_RS15230	A1296
5165	1	IS5-like element ISAba27 family transposase	0		BS103_RS15395	A1296
5168	1	IS5-like element ISAba27 family transposase	0		BS103_RS16515	A1296
5169	1	IS5-like element ISAba27 family transposase	0		BS103_RS16535	A1296
5170	1	IS5-like element ISAba27 family transposase	0		BS103_RS17040	A1296
5171	1	hypothetical protein	0		BS103_RS17050	A1296
5172	1	DDE domain-containing protein	0		BS103_RS17620	A1296
5173	1	hypothetical protein	0		BS103_RS17785	A1296
5174	1	outer membrane protein assembly factor BamE	0		BS103_RS17790	A1296
5175	1	hypothetical protein	0		BS103_RS17795	A1296
5214	1	restriction endonuclease subunit S	0		BS103_RS17755	A1296
5221	1	hypothetical protein	0		BS103_RS18040	A1296
5268	1	ATPase AAA	0		BS103_RS18275	A1296
5269	1	hypothetical protein	0		BS103_RS18280	A1296
5281	1	TetR family transcriptional regulator	0		BS103_RS18340	A1296
5282	1	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	0		BS103_RS18350	A1296
5283	1	PIN domain-containing protein	0		BS103_RS18355	A1296
5284	1	XRE family transcriptional regulator	0		BS103_RS18360	A1296
5285	1	hypothetical protein	0		BS103_RS18365	A1296
5286	1	restriction endonuclease subunit M	0		BS103_RS18370	A1296
5287	1	hypothetical protein	0		BS103_RS18375	A1296
5288	1	hypothetical protein	0		BS103_RS18380	A1296
5289	1	plasmid mobilization protein	0		BS103_RS18385	A1296
5290	1	hypothetical protein	0		BS103_RS18390	A1296
5291	1	hypothetical protein	0		BS103_RS18395	A1296
5299	1	IS6 family transposase IS15DIV	0		B7L46_RS00065	HWBA8
5300	1	hypothetical protein	0		B7L46_RS00070	HWBA8
5301	1	resolvase	0		B7L46_RS00075	HWBA8
5305	1	sulfonamide-resistant dihydropteroate synthase Sul2	0		B7L46_RS00115	HWBA8
5306	1	IS91 family transposase	0		B7L46_RS00005	HWBA8
5307	1	IS91 family transposase	0		B7L46_RS00580	HWBA8
5309	1	DDE domain-containing protein	0	FG-Out	B7L46_RS00595	HWBA8
5310	1	IS6-like element IS1008 family transposase	0		B7L46_RS00600	HWBA8
5315	1	LysR family transcriptional regulator	0		B7L46_RS00640	HWBA8
5316	1	hypothetical protein	0		B7L46_RS00645	HWBA8
5317	1	DUF2971 domain-containing protein	0		B7L46_RS00655	HWBA8
5319	1	IS5-like element IS17 family transposase	0		B7L46_RS00670	HWBA8
5323	1	SulP family inorganic anion transporter	0		B7L46_RS00735	HWBA8
5324	1	hypothetical protein	0		B7L46_RS00740	HWBA8
5325	1	hypothetical protein	0		B7L46_RS00745	HWBA8
5326	1	helix-turn-helix domain of resolvase	0		B7L46_RS00750	HWBA8
5327	1	IS6-like element IS1007 family transposase	0		B7L46_RS00755	HWBA8
5330	1	IS6 family transposase IS15DIV	0		B7L46_RS00875	HWBA8
5331	1	hypothetical protein	0		B7L46_RS00880	HWBA8
5332	1	resolvase	0		B7L46_RS00885	HWBA8
5333	1	hypothetical protein	0		B7L46_RS00890	HWBA8
5334	1	IS91 family transposase	0		B7L46_RS00895	HWBA8
5335	1	phosphoglucosamine mutase	0		B7L46_RS00905	HWBA8
5394	1	hypothetical protein	0		B7L46_RS01420	HWBA8
5396	1	sterol desaturase family protein	0		B7L46_RS02000	HWBA8
5397	1	LysR family transcriptional regulator	0		B7L46_RS02005	HWBA8
5398	1	aromatic acid/H+ symport family MFS transporter	0		B7L46_RS02010	HWBA8
5399	1	salicylate 1-monooxygenase	0		B7L46_RS02015	HWBA8
5400	1	hypothetical protein	0		B7L46_RS02020	HWBA8
5401	1	TetR/AcrR family transcriptional regulator	0		B7L46_RS02025	HWBA8
5404	1	hypothetical protein	0		B7L46_RS02095	HWBA8
5410	1	hypothetical protein	0		B7L46_RS02430	HWBA8
5411	1	hypothetical protein	0		B7L46_RS02435	HWBA8
5412	1	hypothetical protein	0		B7L46_RS02440	HWBA8
5422	1	PIN domain-containing protein	0		B7L46_RS02490	HWBA8
5423	1	hypothetical protein	0		B7L46_RS02495	HWBA8
5425	1	hypothetical protein	0		B7L46_RS02590	HWBA8
5426	1	hypothetical protein	0		B7L46_RS02600	HWBA8
5428	1	hypothetical protein	0		B7L46_RS02610	HWBA8
5429	1	hypothetical protein	0		B7L46_RS02615	HWBA8
5431	1	hypothetical protein	0		B7L46_RS02625	HWBA8
5432	1	hypothetical protein	0		B7L46_RS02630	HWBA8
5433	1	hypothetical protein	0		B7L46_RS02640	HWBA8
5434	1	hypothetical protein	0		B7L46_RS02645	HWBA8
5435	1	hypothetical protein	0		B7L46_RS02650	HWBA8
5436	1	hypothetical protein	0		B7L46_RS02655	HWBA8
5437	1	hypothetical protein	0		B7L46_RS02660	HWBA8
5438	1	hypothetical protein	0		B7L46_RS02665	HWBA8
5439	1	hypothetical protein	0		B7L46_RS02675	HWBA8
5447	1	hypothetical protein	0		B7L46_RS02715	HWBA8
5448	1	hypothetical protein	0		B7L46_RS02720	HWBA8
5452	1	hypothetical protein	0		B7L46_RS02740	HWBA8
5454	1	hypothetical protein	0		B7L46_RS02750	HWBA8
5457	1	hypothetical protein	0		B7L46_RS02765	HWBA8
5458	1	hypothetical protein	0		B7L46_RS02770	HWBA8
5459	1	hypothetical protein	0		B7L46_RS02775	HWBA8
5462	1	hypothetical protein	0		B7L46_RS02875	HWBA8
5463	1	hypothetical protein	0		B7L46_RS03100	HWBA8
5464	1	hypothetical protein	0		B7L46_RS03105	HWBA8
5465	1	hypothetical protein	0		B7L46_RS03125	HWBA8
5466	1	hypothetical protein	0		B7L46_RS03130	HWBA8
5467	1	hypothetical protein	0		B7L46_RS03205	HWBA8
5468	1	hypothetical protein	0		B7L46_RS03215	HWBA8
5469	1	hypothetical protein	0		B7L46_RS03220	HWBA8
5470	1	hypothetical protein	0		B7L46_RS03225	HWBA8
5471	1	hypothetical protein	0		B7L46_RS03240	HWBA8
5472	1	DNA replication protein	0		B7L46_RS03245	HWBA8
5473	1	hypothetical protein	0		B7L46_RS03250	HWBA8
5474	1	HNH endonuclease	0		B7L46_RS03255	HWBA8
5475	1	ribbon-helix-helix protein, CopG family	0		B7L46_RS03260	HWBA8
5476	1	hypothetical protein	0		B7L46_RS03265	HWBA8
5477	1	LexA family transcriptional repressor	0		B7L46_RS03270	HWBA8
5478	1	hypothetical protein	0		B7L46_RS03275	HWBA8
5481	1	hypothetical protein	0		B7L46_RS03290	HWBA8
5482	1	phage recombination protein Bet	0		B7L46_RS03295	HWBA8
5483	1	exonuclease	0		B7L46_RS03300	HWBA8
5485	1	hypothetical protein	0		B7L46_RS03315	HWBA8
5486	1	hypothetical protein	0		B7L46_RS03320	HWBA8
5489	1	hypothetical protein	0		B7L46_RS03745	HWBA8
5490	1	hypothetical protein	0		B7L46_RS03750	HWBA8
5491	1	hypothetical protein	0		B7L46_RS03755	HWBA8
5492	1	hypothetical protein	0		B7L46_RS03760	HWBA8
5493	1	class I SAM-dependent methyltransferase	0		B7L46_RS03765	HWBA8
5500	1	hypothetical protein	0		B7L46_RS04765	HWBA8
5501	1	hypothetical protein	0		B7L46_RS04770	HWBA8
5502	1	hypothetical protein	0		B7L46_RS04775	HWBA8
5503	1	DUF4062 domain-containing protein	0		B7L46_RS04780	HWBA8
5504	1	hypothetical protein	0		B7L46_RS06035	HWBA8
5508	1	acyltransferase	0		B7L46_RS06080	HWBA8
5526	1	IS4 family transposase ISEc29	0		B7L46_RS11690	HWBA8
5527	1	hypothetical protein	0		B7L46_RS11695	HWBA8
5528	1	hypothetical protein	0		B7L46_RS11700	HWBA8
5529	1	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	0		B7L46_RS11705	HWBA8
5530	1	IS4-like element IS10A family transposase	0		B7L46_RS11715	HWBA8
5531	1	DUF1911 domain-containing protein	0		B7L46_RS11725	HWBA8
5532	1	hypothetical protein	0		B7L46_RS11810	HWBA8
5534	1	hypothetical protein	0		B7L46_RS11855	HWBA8
5539	1	IS4-like element IS10A family transposase	0		B7L46_RS12845	HWBA8
5540	1	nucleoid-associated protein	0		B7L46_RS13515	HWBA8
5541	1	hypothetical protein	0		B7L46_RS13520	HWBA8
5542	1	hypothetical protein	0		B7L46_RS13525	HWBA8
5543	1	hypothetical protein	0		B7L46_RS13530	HWBA8
5544	1	hypothetical protein	0		B7L46_RS13545	HWBA8
5545	1	PAAR domain-containing protein	0	FG-Out	B7L46_RS13550	HWBA8
5546	1	SAM-dependent DNA methyltransferase	0		B7L46_RS13565	HWBA8
5547	1	type I restriction endonuclease subunit S	0		B7L46_RS13570	HWBA8
5548	1	DUF4145 domain-containing protein	0		B7L46_RS13575	HWBA8
5549	1	TIGR04255 family protein	0		B7L46_RS15220	HWBA8
5550	1	hypothetical protein	0		B7L46_RS15225	HWBA8
5551	1	hypothetical protein	0		B7L46_RS15230	HWBA8
5552	1	hypothetical protein	0		B7L46_RS15235	HWBA8
5553	1	hypothetical protein	0		B7L46_RS15245	HWBA8
5555	1	hypothetical protein	0		B7L46_RS15255	HWBA8
5556	1	DGQHR domain-containing protein	0		B7L46_RS15260	HWBA8
5557	1	site-specific DNA-methyltransferase	0		B7L46_RS15265	HWBA8
5558	1	prophage repressor protein	0		B7L46_RS15270	HWBA8
5559	1	hypothetical protein	0		B7L46_RS15275	HWBA8
